JOURNALCODE|JOURNALLIB|ECRITURENUM|ECRITUREDATE|COMPTENUM|COMPTELIB|COMPAUXNUM|COMPAUXLIB|PIECEREF|PIECEDATE|ECRITURELIB|DEBIT|CREDIT|ECRITURELET|DATELET|VALIDDATE|MONTANTDEVISE|IDEVISE|DATERGLT|MODERGLT|NATOP|IDCLIENT|
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 52 sur cpt 218400                       |000000000000000|000000000032,93|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 21 sur cpt 218100                       |000000000000000|000000000092,40|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 54 sur cpt 218400                       |000000000000000|000000001142,00|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 22 sur cpt 218100                       |000000000000000|000000000098,80|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 55 sur cpt 218400                       |000000000000000|000000000419,00|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 23 sur cpt 218100                       |000000000000000|000000000120,00|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 56 sur cpt 218400                       |000000000000000|000000000151,41|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 24 sur cpt 218100                       |000000000000000|000000000124,50|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 57 sur cpt 218400                       |000000000000000|000000000033,80|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 25 sur cpt 218100                       |000000000000000|000000000130,09|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 59 sur cpt 218400                       |000000000000000|000000000091,34|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 26 sur cpt 218100                       |000000000000000|000000000166,90|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 61 sur cpt 218400                       |000000000000000|000000000154,01|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 27 sur cpt 218100                       |000000000000000|000000000169,60|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 62 sur cpt 218400                       |000000000000000|000000000009,90|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 28 sur cpt 218100                       |000000000000000|000000000351,80|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 63 sur cpt 218400                       |000000000000000|000000000014,99|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 29 sur cpt 218100                       |000000000000000|000000000351,80|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 64 sur cpt 218400                       |000000000000000|000000000063,30|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 3 sur cpt 218100                        |000000000000000|000000001000,00|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 65 sur cpt 218400                       |000000000000000|000000000205,89|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 30 sur cpt 218100                       |000000000000000|000000000537,30|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 66 sur cpt 218400                       |000000000000000|000000000023,99|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 31 sur cpt 218100                       |000000000000000|000000000880,06|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 67 sur cpt 218400                       |000000000000000|000000000005,59|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 32 sur cpt 218100                       |000000000000000|000000001130,00|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 68 sur cpt 218400                       |000000000000000|000000000123,99|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 33 sur cpt 218100                       |000000000000000|000000001216,44|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 69 sur cpt 218400                       |000000000000000|000000000030,00|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 34 sur cpt 218100                       |000000000000000|000000001379,20|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 70 sur cpt 218400                       |000000000000000|000000000027,04|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 35 sur cpt 218100                       |000000000000000|000000001500,00|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 71 sur cpt 218400                       |000000000000000|000000000049,38|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 36 sur cpt 218100                       |000000000000000|000000001626,21|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 72 sur cpt 218400                       |000000000000000|000000000031,99|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 37 sur cpt 218100                       |000000000000000|000000001879,00|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 73 sur cpt 218400                       |000000000000000|000000000294,12|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 38 sur cpt 218100                       |000000000000000|000000001320,09|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 74 sur cpt 218400                       |000000000000000|000000000279,46|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 39 sur cpt 218100                       |000000000000000|000000002800,00|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 75 sur cpt 218400                       |000000000000000|000000000029,98|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 4 sur cpt 218100                        |000000000000000|000000001560,00|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 77 sur cpt 218400                       |000000000000000|000000000069,00|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 40 sur cpt 218100                       |000000000000000|000000003000,00|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 78 sur cpt 218400                       |000000000000000|000000000074,00|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 41 sur cpt 218100                       |000000000000000|000000004813,01|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 80 sur cpt 218400                       |000000000000000|000000000084,15|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 42 sur cpt 218100                       |000000000000000|000000004813,50|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 81 sur cpt 218400                       |000000000000000|000000000211,95|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 43 sur cpt 218100                       |000000000000000|000000000018,00|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 82 sur cpt 218400                       |000000000000000|000000000227,98|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 5 sur cpt 218100                        |000000000000000|000000003000,00|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 83 sur cpt 218400                       |000000000000000|000000000239,90|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 51 sur cpt 218100                       |000000000000000|000000000075,35|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 85 sur cpt 218400                       |000000000000000|000000000302,50|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 53 sur cpt 218100                       |000000000000000|000000000090,60|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 86 sur cpt 218400                       |000000000000000|000000000342,62|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 7 sur cpt 218100                        |000000000000000|000000000349,00|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 87 sur cpt 218400                       |000000000000000|000000000426,77|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|218400              |MOBILIER                                          |                    |                                                  |OD8                 |20241231|MOBILIERS ET DECORATIONS APPAR                    |000000005849,63|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 76 sur cpt 218100                       |000000000000000|000000000059,99|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 79 sur cpt 218100                       |000000000000000|000000000079,99|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 8 sur cpt 218100                        |000000000000000|000000000726,96|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 89 sur cpt 218100                       |000000000000000|000000001179,95|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |OD8                 |20241231|Virt immo 9 sur cpt 218100                        |000000000000000|000000000641,59|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |8        |20241231|218100              |INSTALL.AGENC.AMENAG.DIVERS                       |                    |                                                  |OD8                 |20241231|TRAVAUX ET AGENCEMENTS APPARTE                    |000000039094,62|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |9        |20241231|164000              |EMPRUNT BPL 132.000¤                              |                    |                                                  |OD9                 |20241231|Déblocage Emrpunt BPL                             |000000000000000|000000025870,62|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |9        |20241231|164000              |EMPRUNT BPL 132.000¤                              |                    |                                                  |OD9                 |20241231|Echéances Emprunt BPL                             |000000006017,55|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |9        |20241231|108000              |COMPTE DE L'EXPLOITANT                            |                    |                                                  |OD9                 |20241231|Emprunt BPL 132.000¤                              |000000019853,07|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |10       |20241231|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |OD10                |20241231|Fournisseurs payés perso                          |000000038047,42|000000000000000|MAAA|20250404|20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |10       |20241231|108000              |COMPTE DE L'EXPLOITANT                            |                    |                                                  |OD10                |20241231|Fournisseurs payés perso                          |000000000000000|000000038047,42|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |11       |20241231|164000              |EMPRUNT BPL 132.000¤                              |                    |                                                  |OD11                |20241231|Recl. Ass. + Int. s/Emprunt BPL                   |000000000000000|000000004568,02|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |11       |20241231|616200              |EMPRUNT                                           |                    |                                                  |OD11                |20241231|Recl. Ass. s/Emprunt BPL                          |000000000362,33|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |11       |20241231|661100              |INTERETS DES EMPRUNTS & DETTES                    |                    |                                                  |OD11                |20241231|Recl. Int. s/Emprunt BPL                          |000000004205,69|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |12       |20241231|635120              |TAXES FONCIERES                                   |                    |                                                  |OD12                |20241231|TF 2024                                           |000000000928,00|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |12       |20241231|108000              |COMPTE DE L'EXPLOITANT                            |                    |                                                  |OD12                |20241231|TF 2024                                           |000000000000000|000000000928,00|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |13       |20241231|108000              |COMPTE DE L'EXPLOITANT                            |                    |                                                  |OD13                |20241231|Solde 108xxx                                      |000000008633,59|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
OD |OPERATIONS DIVERSES           |13       |20241231|101000              |CAPITAL SOCIAL OU PERSONNEL                       |                    |                                                  |OD13                |20241231|Solde 108xxx                                      |000000000000000|000000008633,59|    |        |20250407|               |          |        |     |                              |                              |
